aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,Class,Ph,Turbidity
0.25,28.19,0.13,3.68,0.01,3.92,0.04,0.05,1.36,0.72,0.72,0.161,12.27,1.34,0.008,48.98,6.59,0.06,0.11,0.04,0,7.874671358,2.309149057
0.12,16.99,0.8,2.72,0.06,5.25,0.14,0.05,0.54,0.2,0.005,0.147,8.96,2.3,0,15.04,5.34,0,0.36,0,0,5,4.226949554
0.04,2.38,1.02,1.35,0.01,2.03,0.71,0.04,0.54,0.11,0.005,0.019,15.77,2.26,0.007,49.41,0.6,0.09,0.13,0.03,0,5,3.732339331
0.09,19.75,0.27,2.69,0.11,7.2,0.1,0.02,0.06,0.54,0.54,0.081,3.56,1.56,0.007,10.27,7.78,0.05,0.09,0.06,0,5,4.033733317
0.18,20.5,0.26,2.48,0.11,6.51,0.58,0.08,1.22,0.52,0.52,0.176,4.24,1.98,0.006,39.55,0.82,0.01,0.47,0.08,0,5,4.666916974
0.11,-0.01,0.62,3.8,0.1,1.38,0.26,0.05,0.72,0.57,0.57,0.088,10.26,1.53,0.009,36.78,7.7,0.03,0.34,0.02,0,5,4.751858815
0.07,17.24,0.03,3.18,0.12,5.27,0.39,0,0.3,0.76,0.76,0.022,7.07,2.38,0.009,11.53,6.31,0.09,0.35,0.06,0,5,3.616498342
0.24,7.99,0.08,1.5,0.12,4.81,0.04,0.02,0.07,0.32,0,0.015,15.33,1.49,0.004,60.01,6.12,0.03,0.36,0.04,0,5,3.629252282
0.06,2.23,0.33,1.42,0.06,5.72,0.82,0.03,0.04,0.84,0.84,0.11,11.89,1.71,0.002,19.51,4.18,0.09,0.07,0.06,0,5,4.592537979
0.02,17.49,0.76,2.98,0.13,3.83,0.34,0.04,0.76,0.49,0.003,0.109,18.08,1.31,0.01,42.2,2.86,0.09,0.21,0.03,0,5,4.92883998
0.1,22.73,0.42,2.67,0.04,4.01,0.05,0.01,0.61,0.78,0.78,0.146,16.53,1.67,0.003,4.64,4.9,0.05,0.48,0.06,0,5,2.62786247
0.4,4.83,0.9,0.92,0.13,6.29,0.65,0.04,0.86,0.1,0.005,0.191,19.08,2.45,0.007,36.72,3.49,0,0.43,0.02,0,5,3.146482536
0.09,26.99,0.52,2.89,0.12,4.63,0.63,0.05,1.13,0.81,0.81,0.017,2.08,2.26,0.008,12.94,3.14,0.03,0.18,0.05,0,5,5.005193167
0.16,1.74,0.24,0.59,0.03,4.66,0.38,0.07,0.78,0.22,0.005,0.053,0.52,1.68,0.006,47.2,3.56,0.01,0.33,0.05,0,5,4.008443472
0.03,20.36,0.24,1.08,0.12,5.48,0.61,0.05,0.02,0.49,0.007,0.194,12.33,1.11,0.008,45.07,1.5,0.06,0.21,0.02,0,5,3.615151099
0.02,2.26,0.93,2.36,0.12,2.95,0.46,0.03,0.73,0.9,0.9,0.024,9.9,2.04,0.007,7.81,7.52,0.03,0.26,0.08,0,5,3.472067462
0.02,4.51,0.4,1.12,0.03,7.82,0.62,0.05,1.31,0.13,0.009,0.068,13.92,1.47,0,47.56,7.18,0.08,0.2,0.03,0,5,5.063108915
0.08,8.01,0.94,2.25,0.08,3.28,0.77,0.02,1.47,0.97,0.97,0.166,12.95,1.35,0.005,17.2,3.54,0.05,0.5,0.01,0,5,3.954964292
0.05,22.13,0.08,2.88,0.05,0.82,0.77,0.02,0.04,0.46,0.007,0.046,11.54,2.32,0.007,34.56,2.06,0.1,0.07,0.07,0,5,3.311034005
0.04,9.15,0.61,0.46,0.09,2.13,0.7,0.08,0.71,0.66,0.66,0.014,8.32,1.61,0.006,19.06,6.67,0.01,0.16,0.02,0,5,3.698317397
0.06,10.78,0.72,3.18,0.05,3.67,0.89,0,1.06,0.69,0.69,0.011,8.63,1.51,0.007,38.52,0.77,0.02,0.36,0.08,0,5,3.787033415
0.09,10.59,0.09,3.99,0.03,3.49,0.36,0.07,1.13,0.5,0.5,0.03,9.21,1.94,0.006,37.51,2.08,0.09,0.24,0.03,0,5,3.26640974
0.27,24.27,0.44,0.8,0.06,5.31,0.36,0.08,0.63,0.59,0.59,0.146,3.02,1.44,0.008,45.12,1.68,0.07,0.37,0.07,0,5,3.532322498
0.06,25.4,0.58,3.54,0.06,7.99,0.8,0.07,0.36,0.34,0.007,0.114,8.05,1.89,0.001,1.51,7.04,0.02,0.09,0,0,5,3.357484436
0.25,14.41,0.68,2.71,0.02,0.47,0.36,0.02,1.41,0.34,0.004,0.05,8.44,1.47,0.003,33.26,0.63,0.03,0.19,0.04,0,5,4.764707508
0.28,6.42,0.67,0.78,0.06,0.63,0.47,0.03,0.43,0.98,0.98,0.187,9.67,1.8,0.001,7.25,4.49,0.06,0.46,0.07,0,5,3.017795963
0.07,21.65,0.28,2.07,0.06,5.23,0.08,0.09,0.03,0.17,0.001,0.067,5.58,1.75,0.001,24.18,2.73,0.03,0.19,0,0,5,4.903869628
0.01,9.81,0.36,2.78,0.07,3.7,0.09,0.05,1.02,0.39,0.002,0.071,18.11,1.76,0.003,0.39,1.4,0.04,0.41,0.02,0,5,3.645785495
0.04,27.83,0.2,4.51,0.12,7.73,0.27,0.05,1.39,0.89,0.89,0.005,8.56,1.47,0.005,11.79,3.37,0.08,0.13,0,0,5,4.763057991
0.16,18.57,0.5,3.15,0.06,5.4,0.13,0.06,1.01,0.68,0.68,0.198,12.93,1.39,0.007,22.14,1.02,0.03,0.26,0.06,0,5,1.899683002
0.03,5.28,0.77,4.47,0.03,6.59,0.01,0,1.14,0.77,0.77,0.174,9.59,1.18,0.006,30.27,0.22,0.04,0.06,0.09,0,5,4.219575578
0.07,18.43,0.92,2.62,0.12,2.03,0.88,0.03,1.49,0.58,0.58,0.05,12.47,1.1,0.003,46.71,1.91,0.08,0.29,0.06,0,5,4.575331195
0.02,20.01,0.89,2.51,0.08,5.65,0.41,0.09,0.98,0.07,0.008,0.107,4.66,2.15,0.007,49.96,1.63,0.09,0.16,0.02,0,5,3.947137888
0.25,26.84,0.09,2.32,0.07,7.62,0.78,0.01,0.03,0.23,0.004,0.055,5.59,2.03,0,0.26,7.97,0.09,0.21,0.05,0,5,3.44502808
0.11,24.02,0.4,3.69,0.07,5.72,0.31,0.02,0.33,0.8,0.8,0.164,7.5,1.59,0.006,12.86,4.62,0.05,0.07,0.06,0,5,5.037492216
0.03,0.43,0.18,3.97,0.1,5.28,0.82,0.08,1.35,0.04,0,0.139,1.58,1.67,0.006,24.94,1.03,0.04,0.23,0.07,0,5,3.844019871
0.02,0.58,0.11,1.51,0.05,2.51,0.28,0,0.28,0.7,0.7,0.096,19.03,1.86,0.007,12.42,4.03,0.03,0.37,0.08,0,5,3.413646703
0.01,3.72,0.21,1.84,0.12,6.12,0.89,0.05,1.43,0.72,0.72,0.037,5.31,1.52,0.003,44.17,2.69,0.09,0.49,0,0,5,1.45
0.19,10.01,1.02,0.79,0.06,4.24,0.03,0.04,1.24,0.6,0.6,0.061,1.07,1.39,0.007,34.75,0.56,0.06,0.21,0.03,0,5,4.397386192
0.07,20.01,0.18,2,0.1,6.86,0.54,0.09,1.27,0.23,0.008,0.176,14.9,1.12,0,29.41,6,0.07,0.31,0.04,0,5,2.750695905
0.09,12.17,0.3,1.71,0.13,4.53,0.1,0,0.8,0.93,0.93,0.174,17.79,1.49,0.006,40.77,6.87,0.05,0.13,0.07,0,5,3.992956901
0.04,17.15,1.02,4.39,0.02,2.36,0.79,0.09,0.73,0.81,0.81,0.155,10.95,2.02,0.001,47.1,4.73,0.07,0.49,0.09,0,5,3.623297793
0.07,27.08,0.86,3.33,0.1,5.49,0.42,0.05,1.44,0.13,0.002,0.154,3.1,1.93,0.007,28.39,6.71,0.01,0.46,0.05,0,5,3.1269559
0.17,24.52,0.32,2.25,0.02,2.05,0.79,0.1,1.42,0.67,0.67,0.194,0.91,1.66,0.004,31.11,2.94,0.01,0.14,0.09,0,5,3.870338847
0.05,12.53,0.48,3.25,0.05,1.16,0.18,0.02,0.27,0.08,0.006,0.131,12.5,1.89,0.001,54.01,6.15,0.02,0.42,0.05,0,5,5.538200508
0.04,0.19,0.93,3.79,0.02,1.54,0.42,0.04,0.63,0.44,0.003,0.139,16.62,2.03,0.002,33.84,1.04,0.1,0.34,0.08,0,5,4.221265969
0.19,6.42,0.72,4.48,0.03,6.7,0.72,0.04,1.37,0.84,0.84,0.032,5.34,1.56,0.007,23.36,1.16,0.07,0.01,0,1,9.445129838,5.758675719
0.35,26.57,0.58,1.53,0.06,2.36,0.18,0.07,1.44,0.95,0.95,0.162,5.65,1.8,0.009,42.8,3.61,0.05,0.02,0.05,0,9.024845037,3.685975828
0.15,7.94,0.5,3.23,0.04,1.86,0.26,0.04,0.08,0.69,0.69,0.184,8.62,1.76,0.003,57.02,5.83,0.01,0.48,0.07,0,,3.504265055
0.02,0.8,0.35,0.84,0.03,2.89,0.52,0.05,1.35,0.05,0.008,0.059,7.38,1.47,0.003,15.68,1.7,0.03,0.04,0.03,1,6.80011909,3.875165247
0.12,6.49,0.34,2.86,0.1,7.64,0.23,0.04,1.02,0.88,0.88,0.032,11.35,1.84,0.004,17.07,1.35,0.07,0.35,0.02,0,7.174135163,3.985250506
0.07,21.94,0.63,4.63,0.01,4.5,0.38,0.05,0.12,0.63,0.63,0.026,4.94,2,0.007,45.61,7.46,0.07,0.3,0,0,7.657991237,2.747312999
0.05,10.01,0.82,0.8,0.09,5.23,0.44,0.08,0.9,0.95,0.95,0.014,17.77,1.29,0.007,22.63,6.55,0.1,0.19,0.04,0,8.322986672,3.8549399
0.05,11.01,0.98,2.72,0.13,3.11,0.33,0.01,0.72,0.28,0.001,0.028,19.23,1.76,0.006,22.68,2.17,0.01,0.2,0.09,0,5.934279093,3.939895657
0.07,14.36,0.92,3.32,0.05,1.91,0.87,0.05,0.04,0.13,0.007,0.074,17.05,1.56,0.008,48.38,7.15,0.09,0.24,0,0,9.802720782,2.437296288
0.22,10.96,0.9,4.28,0.09,0.32,0.2,0.01,0.24,0.61,0.61,0.127,16.03,1.93,0.006,8.81,3.55,0.07,0.04,0.03,1,6.101955231,4.052135728
0.08,2.21,0.52,4.25,0.02,4.6,0.53,0.05,1.33,0.49,0.001,0.031,13.03,2.02,0.009,26.52,3.93,0.09,0.43,0.03,0,4.997770601,5.217895024
0.08,2.51,0.64,2.64,0.02,6.97,0.42,0.01,1.31,0.64,0.64,0.093,14.14,1.49,0.004,38.08,2.83,0.07,0.3,0.03,0,4.815766791,2.764633881
0.06,3.63,0.18,3.48,0.01,4.05,0.78,0.06,1.41,0.63,0.63,0.128,9.96,1.48,0.01,37.78,2.77,0.02,0.05,0.06,0,6.548020558,3.53559633
0.01,25.12,0.92,3.88,0.1,2.41,0.89,0.07,1.25,0.75,0.75,0.076,7.59,1.63,0.008,14.49,7.52,0.01,0.15,0.08,0,13.17540172,3.404632906
0.03,14.68,0.35,1.33,0.03,8.68,0.88,0.08,0.38,0.04,0.007,0.166,1.05,1.81,0.01,55.9,2.6,0.09,0.44,0.01,0,6.618010906,4.375223811
0.03,3.24,0.26,1.32,0.03,8.33,0.51,0.09,0.46,0.22,0.001,0.165,6.06,1.97,0.002,45.08,0,0.05,0.04,0.06,0,7.788054733,3.611860372
0.27,14.49,0.91,3.26,0,0.41,0.27,0,1.01,0.6,0.6,0.04,12.14,1.74,0.007,4.64,4.47,0.02,0.29,0.01,0,5.191834327,4.10692449
0.17,10.56,0.18,4.73,0.12,3.7,0.66,0.06,0.57,0.82,0.82,0.023,3.22,1.76,0.007,5.82,3.29,0.03,0.13,0.06,0,5.626339528,4.437695749
0.01,15.62,0.16,3.95,0.02,3.19,0.07,0.06,0.08,0.61,0.61,0.123,3.41,2.08,0,47.08,0.32,0.03,0.06,0.01,1,6.869638941,3.368757217
0.06,20.67,0.59,3.49,0.12,4.21,0.71,0.06,0.63,0.45,0.006,0.142,7.25,1.68,0.007,46.78,1.77,0.06,0.03,0.01,1,9.058628424,3.859800939
0.02,3.81,0.88,3.44,0.01,5.37,0.84,0.08,1.03,0.4,0.001,0.145,5.51,1.19,0.002,43.33,0.53,0.05,0.13,0.03,0,7.291888325,1.943318777
0,9.82,0.91,2.1,0.12,1.44,0.47,0.09,0.65,0.92,0.92,0.105,3.52,1.92,0.008,1.19,5.7,0.09,0.06,0.07,0,7.275908774,4.726702454
0.06,22.81,0.58,1.38,0.08,4.21,0.37,0.07,0.69,0.22,0.002,0.054,10.57,1.21,0.007,4.2,6.7,0.09,0.37,0.04,0,6.512737124,3.65213447
0.07,11.02,0.2,1.65,0.06,4.3,0.41,0.04,0.39,0.05,0.004,0.125,2.44,1.26,0.003,51.13,5.6,0.05,0.01,0.02,0,7.207886781,5.328712788
0.05,24.83,0.93,3.47,0.09,5.11,0.28,0.07,0.84,0.65,0.65,0.168,19.13,1.06,0,49.44,6.42,0.05,0.12,0,0,,5.062297798
0.05,14.03,0.25,1.28,0.06,3.48,0.55,0.06,0.7,0.08,0.001,0.144,9.15,1.33,0.005,48.71,5.76,0.06,0.5,0.02,0,5.324941856,4.612963629
0.03,24.62,0.33,3.91,0.03,7.66,0.21,0.06,1.02,0.04,0.001,0.075,2.34,2.19,0,7.03,1.98,0.03,0.47,0.06,0,7.082300649,3.762741072
0.1,28.71,0.45,1.18,0.03,0.83,0.66,0,0.55,0.26,0.006,0.097,15.17,1.64,0.004,28.17,1.57,0.08,0.13,0.07,0,5.33418358,3.772919265
0,1.03,0.88,2.07,0.02,0.65,0.58,0.02,0.05,0.35,0.002,0.102,15.39,1.61,0.007,16.39,4.04,0.03,0.25,0.03,0,10.7618978,4.427137926
0.06,11.29,0.79,3.52,0.06,2.68,0.02,0.08,0.75,0.38,0.007,0.008,15.17,1.67,0.004,23.8,1.5,0.02,0.42,0.09,0,6.286806948,3.485577388
0.39,28.28,0.44,1.74,0.12,5.14,0.05,0.03,1.29,0.43,0.006,0.108,9.9,1.86,0.004,29.06,2.12,0.07,0.07,0.01,1,9.794558699,5.091357101
0.1,18.54,0.35,4.06,0.03,4.26,0.27,0.02,0.94,0.92,0.92,0.011,1.35,1.98,0.004,52.48,4.51,0,0.12,0.07,0,8.210443565,4.661798516
0.06,23.44,0.72,3.19,0.13,7.12,0.4,0.03,0.52,0.49,0.003,0.057,13.89,1.51,0.005,30.57,3.1,0.07,0.31,0.08,0,6.941719438,4.104863275
0.04,12.17,0.26,1.35,0.06,7.48,0.66,0.01,0.27,0.62,0.62,0.166,0.69,1.34,0.003,46.5,0.24,0,0.06,0.05,0,10.35611883,2.945418738
0.07,21.94,0.56,2.65,0.05,0.68,0.47,0,1.07,0.22,0.004,0.089,16.66,1.84,0.01,16.26,7.81,0.07,0.2,0,0,7.958984292,4.97605516
0.3,9.77,0.8,3.77,0.04,3.78,0.62,0.06,1.49,0.11,0.001,0.087,15.92,2.14,0.006,2.99,4.27,0.1,0.45,0.07,0,3.882631081,4.563183171
0.02,12.08,0.86,1.31,0.08,3.77,0.13,0.07,0.82,0.62,0.62,0.177,15.64,1.77,0.001,49.03,6.52,0.07,0.42,0.07,0,5.671773833,4.201849441
0.07,7.38,0.08,1.49,0.08,3.06,0.36,0.02,1.14,0.26,0.006,0.18,15.93,2.19,0.01,55.43,7.79,0.08,0.13,0.01,0,10.00330054,4.698007916
0.03,9.64,0.9,4.2,0.06,6.76,0.16,0.03,1.17,0.43,0.007,0.091,14.13,1.37,0.009,58.31,0.54,0.03,0.39,0.04,0,6.552847474,3.734001387
0.01,0.25,0.6,2.76,0.06,6.16,0.85,0.07,0.44,0.07,0.007,0.15,11.27,1.31,0.005,38.89,4.51,0.02,0.18,0.08,0,7.628552723,3.833159746
0.26,3.46,0.51,3,0.02,5.61,0.53,0.05,0.02,0.63,0.63,0.042,12.33,2.15,0.009,22.02,6.67,0.09,0.27,0.04,0,4.79084054,4.746381859
0.08,22.9,0.14,1.36,0.1,6.21,0.22,0.1,0.02,0.22,0.008,0.017,14.06,1.89,0.001,57.34,0.74,0,0.35,0.06,0,7.710959939,4.687986155
0.05,28.85,0.13,2.95,0.07,8.5,0.04,0.1,0.62,0.8,0.8,0.093,11.4,1.5,0.004,31.67,0.2,0.03,0.48,0.02,0,8.291299006,4.182057148
0.04,7.08,0.99,2.07,0.01,1.07,0.73,0.04,0.33,0.22,0,0.061,2.36,1.72,0.01,46.4,4.79,0.01,0.24,0.02,0,6.193170101,3.258858945
0.09,22.29,0.24,1.8,0.06,3.41,0.19,0.09,0.47,0.67,0.67,0.042,1.08,1.87,0.008,10.59,2.28,0.1,0.35,0.08,0,9.032660579,4.28894682
0.2,11.54,0.72,4.37,0.09,3.03,0.02,0.05,1.33,0.21,0.007,0.151,9.54,2.3,0.009,53.95,7.23,0.08,0.07,0.01,0,6.139493741,3.424701921
0.02,8.12,0.53,2.45,0.07,0.5,0.03,0.08,0.78,0.46,0.007,0.082,17.57,1.71,0.006,36,7.02,0.04,0.2,0.01,0,7.12942473,3.466645288
0.14,13.95,0.44,3.13,0.03,3.16,0.52,0.01,0.62,0.02,0.004,0.09,13.99,1.94,0.008,11.56,3.78,0.07,0.07,0.06,0,,4.927218272
0.02,17.22,0.19,1.69,0.08,4.94,0.29,0.07,1.43,0.16,0.009,0.075,13.84,1.09,0.002,37.26,3.34,0,0.07,0.02,1,5.418503763,3.260906853
0.07,23.77,0.54,3.15,0.06,5.54,0.58,0.08,0.21,0.73,0.73,0.111,4.81,2.56,0.001,51.01,7.92,0.09,0.29,0.04,0,8.075494508,3.418610803
0.01,14.74,0.51,2.31,0.01,5.4,0.18,0.1,1.06,0.89,0.89,0.061,1.79,1.79,0,52.83,5.22,0.01,0.21,0.06,0,,4.109590274
0.09,28.97,0.61,2.01,0.08,5.52,0.07,0,0.53,0.14,0.008,0.159,14.87,2.13,0.006,20.68,0.84,0.02,0.13,0.03,0,10.04967372,4.506539591
0.08,4.38,0.53,3.02,0.02,5.62,0.09,0.06,0.11,0.47,0.008,0.058,8.67,1.95,0.001,47.23,7.51,0,0.19,0.09,0,5.667650647,3.682919645
0.09,29.32,0.1,2.58,0.06,3.78,0.73,0.04,0.81,0.25,0.005,0.066,5.43,1.61,0,50.97,5.73,0.07,0.35,0.02,0,,4.081701398
0.04,0.83,0.92,3.77,0.12,1.51,0.59,0.03,1.3,0.37,0.001,0.154,16.02,1.64,0.007,13.78,5.69,0.09,0.18,0.04,0,8.923980608,5.133477823
0.08,23.89,0.69,1.51,0.13,2.86,0.24,0.03,1.16,0.85,0.85,0.114,1.55,1.57,0.005,22.34,4.16,0.05,0.49,0.06,0,6.428866313,3.633213756
0.02,26.71,0.35,1.06,0.06,5.42,0.8,0.06,0.96,0.45,0,0.138,6.18,2.02,0,4.88,0.2,0.01,0.01,0.06,0,6.960603502,3.807920062
0.04,18.07,0.67,2.38,0.07,8.01,0.36,0.1,0.44,0.18,0,0.047,14.62,1.53,0.002,20.77,3.95,0.05,0.46,0,0,5.873675846,4.15558319
0.09,28.64,0.5,3.58,0.13,6.56,0.27,0.07,0.58,0.8,0.8,0.112,12.42,2.01,0.007,52.82,7.21,0.07,0.46,0.09,0,6.79546901,4.184783372
0.02,15.55,1.02,4.14,0.01,0.55,0.79,0.09,0.74,0.13,0.001,0.016,14.78,1.34,0.005,37.23,6.24,0.03,0.11,0.05,0,10.04102797,4.978820188
0.33,9.56,0.97,2.62,0.08,6.73,0.47,0.1,0.71,0.99,0.99,0.112,12.02,1.66,0.001,41.13,1.73,0,0.24,0.06,0,,5.412090885
0.06,25.9,0.35,0.96,0.05,3.3,0.55,0.03,0.49,0.22,0.006,0.151,14.69,1.41,0.003,34.04,2.16,0.06,0.46,0.05,0,7.296037734,5.163088154
0.2,15.34,0.66,2.18,0.09,6.91,0.71,0.01,0.15,0.37,0.002,0.085,19.15,2.27,0.001,11.8,3.55,0.05,0.18,0.07,0,,3.807562606
0.09,28.4,0.59,3.96,0.01,3.99,0.63,0.09,1.37,0.31,0.002,0.197,14.15,1.2,0.005,16.29,2.13,0.09,0.05,0.03,0,5.862641233,4.124780678
0.04,26.91,0.3,4.33,0.02,5.8,0.79,0.05,1.48,0.34,0.009,0.031,9.94,2.32,0.001,6.26,1.11,0.09,0.14,0.08,0,7.292141805,4.168526118
0.34,25.39,0.63,1.95,0.01,2.47,0.34,0.05,0.91,0.66,0.66,0.182,15.96,1.92,0.006,57.08,4.84,0.08,0.05,0.05,0,8.062805643,3.497577391
0.09,8.26,0.65,1.01,0.11,3.67,0.57,0.03,0.03,0.28,0,0.069,1.23,1.87,0.004,37.98,1.73,0.05,0.43,0.04,0,7.82197094,5.50742094
0.05,8.83,0,0.97,0.08,0.09,0.01,0.03,0.05,0,0,0.054,16.08,0.93,0.007,3.57,0.28,0.08,0,0.02,0,11.301794,4.466912564
0.04,21.09,0.03,2.53,0.01,0.44,0.01,0.07,0.9,0,0.65,0.1,2.01,0.54,0.003,0.86,2.8,0.08,0.05,0.05,0,6.593764313,4.471842
0.01,13.83,0.08,0.32,0.08,0.03,0.09,0,0.99,0.05,0.003,0.078,14.16,0.77,0.006,2.6,3.2,0.07,0.09,0.01,0,9.161088613,3.532958335
0.08,10.7,0.03,0.02,0.01,0.16,0.06,0.03,1.08,0,0.71,0.016,1.41,0.1,0.004,0.96,0.06,0.02,0.03,0.05,0,,3.309580397
0.06,23.8,0.09,0.99,0.04,0.02,0.07,0.04,0.61,0,0.001,0.117,6.74,0.67,0.003,0.38,1.23,0.02,0.04,0.02,1,4.642953052,2.346578095
0.04,13.97,0.05,0.46,0.01,0.06,0.04,0.02,0.11,0,0.67,0.135,9.75,0.46,0.006,4.39,4.66,0.08,0.03,0.02,0,7.798453676,4.888061137
0.04,5.42,0.09,0.5,0.02,0.09,0.02,0.03,0.33,0,0.007,0.021,18.6,0.21,0.007,5.82,0.34,0.1,0.04,0.08,0,5.564342491,5.922581692
0.05,19.13,0.05,0.58,0.07,0.31,0.05,0,0.86,0,0.005,0.197,13.65,0.89,0.001,6.23,4.36,0.08,0.01,0.07,0,7.886591227,3.982867293
0.05,24.3,0.08,0.01,0.02,0.09,0.07,0.08,0.98,0,0.002,0.167,14.66,0.03,0.004,3.11,0.56,0.08,0.03,0.08,0,7.443189014,4.107267203
0,15.85,0,0.58,0.03,0.29,0.04,0.02,1.24,0,0.83,0.109,4.79,0.18,0.01,0.29,0.34,0.03,0.03,0.01,0,3.657123133,2.285987849
0.07,3.45,0.09,0.92,0.02,0.44,0.03,0.05,1.29,0.04,0.008,0.145,8.47,0.48,0.006,10.31,4.48,0.05,0.08,0.06,0,9.597191857,4.589983508
0.04,21.38,0.07,0.31,0.08,0.01,0.03,0.07,0.58,0,0.52,0.011,18.4,0.8,0.009,4.43,0.75,0.08,0.09,0.08,0,6.964225943,2.664832796
0.04,18.77,0.08,0.07,0.1,0.09,0.01,0.03,0.09,0,0.91,0.103,4.37,0.85,0.006,4.44,0.07,0.03,0.09,0.05,0,7.672909523,3.31462973
0.06,23.51,0.03,2.2,0.02,0.04,0.05,0.05,1.07,0,0.7,0.101,1.16,0.68,0.008,2.66,3.21,0.09,0.09,0.03,0,6.737004072,5.145152871
0.09,17.85,0.02,2.03,0.06,0.19,0.06,0.06,0.54,0,0.009,0.126,17.56,0.4,0.009,3.73,1.96,0.1,0.01,0.02,0,,3.990437572
0.02,2.07,0.09,0.41,0.08,0.06,0.1,0.01,0.62,0,0.001,0.017,1.99,0.73,0.007,0.74,0.23,0.01,0.09,0.03,0,5.382489039,4.268227482
0.07,15.27,0.05,0.34,0.02,0.06,0.1,0.08,1.43,0,0.89,0.08,1.91,0.32,0.008,0.11,3.18,0.06,0.03,0.08,0,7.022952113,4.063170289
0.08,16.31,0.06,0.29,0.09,0.58,0.1,0.06,0.34,0,0.85,0.065,17.86,0.15,0.003,3.09,0.46,0.1,0.03,0.01,0,,4.135745329
0.03,26.82,0,0.06,0.08,0.03,0.08,0.02,0.99,0,0.75,0.071,0.31,0.04,0.002,12.15,0.82,0,0.04,0.05,0,10.02622381,4.173330283
0.05,17.9,0.04,2.66,0.06,0.04,0.08,0.06,0.22,0,0.99,0.108,8.06,0.33,0.005,0.22,0.27,0.1,0.06,0.07,0,5.583832998,4.971907099
0.01,18.95,0.05,0.5,0.07,0.04,0.07,0.03,1,0,0.92,0.086,9.46,0.42,0.007,2.57,2.46,0.03,0.03,0.08,0,7.952929116,2.969136099
0.1,7.66,0.03,0.67,0.08,0.02,0.09,0.03,1.46,0,0.58,0.061,8.96,0.81,0.004,0.74,0.47,0.03,0,0.06,0,5.500186641,3.736228471
0.03,9.9,0.09,0.13,0.01,0.14,0.04,0.06,0.43,0,0.8,0.114,12.69,0.02,0.008,6.56,0.09,0.02,0.02,0.06,0,7.543700466,3.870156921
0.02,20.56,0.02,1.68,0.03,0.5,0.07,0.01,1.44,0,0.56,0.012,9.42,0.15,0.004,3.94,1.1,0.07,0.03,0.08,0,6.848331559,5.260014766
0.02,26.06,0.02,0.76,0.05,0,0.08,0.08,0.29,0,0.96,0.167,15.05,0.26,0.002,2.43,5.8,0.06,0.06,0.06,0,,4.178478951
0.05,21.93,0.03,0.35,0.02,0.13,0.03,0.03,1,0,0.007,0.109,1.92,0.54,0.001,0.67,0.58,0.04,0.09,0.05,0,5.910251729,3.630536578
0,6.21,0.02,0.19,0.01,0.02,0.06,0.09,1.35,0,0.002,0.031,16.99,0.02,0.007,7.92,0.79,0.08,0.06,0.08,0,8.716820334,4.396604556
0,1.42,0.02,0.22,0.05,0.04,0.03,0.04,0.53,0,0.002,0.11,13.73,0.72,0.009,8.24,0.14,0.04,0.07,0,0,6.016889136,3.779554492
0.01,14.4,0,0.88,0.04,0.14,0.05,0.06,0.26,0,0.69,0.182,1.49,0.34,0.008,4.05,0.63,0.01,0.09,0.05,0,9.567822726,3.660922908
0.03,24.93,0.01,2.46,0.09,0.07,0.06,0.04,1.41,0.08,0.006,0.049,9.64,0.46,0.006,7.25,0.76,0.03,0.1,0,0,4.296247024,3.205128767
0.05,22.53,0.02,0.62,0.06,0.35,0.05,0.07,0.87,0,0.008,0.079,8.64,0.6,0.007,2.32,5.26,0.06,0.01,0.05,0,3.551579177,4.422269233
0.03,6.07,0.09,2.05,0.02,0.15,0.07,0.01,0.51,0,0.77,0.012,1.11,0.63,0.008,3.68,0.94,0.02,0.04,0.04,0,8.529669348,4.197919055
0.07,25.6,0.08,1.07,0.01,0.3,0.08,0.01,0.91,0,0.005,0.013,11,0.68,0.006,0.92,5.97,0.05,0.08,0.08,0,8.065339036,4.163328982
0.02,15.55,0.08,1.97,0.02,0.3,0.02,0.02,1.24,0,0.006,0.193,17.29,0.91,0.001,1.47,0.08,0.09,0.01,0.05,0,9.158445163,3.96599397
0.03,29.15,0.06,0.3,0.09,0.12,0.09,0.01,0,0,0.8,0.091,17.33,0.26,0.001,2.84,0.61,0.09,0.07,0,0,8.848586283,3.776040837
0.06,4.02,0.06,0.04,0.03,0.25,0.02,0.05,0.55,0,0.002,0.135,5.23,0.95,0.004,4.18,0.17,0.04,0.05,0.04,0,9.495456382,3.756391707
0.04,23.01,0.02,1.89,0.07,0.38,0.08,0.02,1.24,0,0.75,0.124,1.91,0.11,0.008,1.47,0.7,0.08,0.01,0.06,0,8.052893916,4.525236731
0.03,25.95,0.06,0.92,0.07,0.07,0.08,0.06,0.42,0,0.006,0.107,13.24,0.16,0.009,0.24,0.34,0.04,0.06,0,0,2.798549099,4.014681858
0.06,12.62,0.08,0.5,0.02,0.18,0.01,0.1,0.4,0,0.004,0.085,11.96,0.47,0.008,6.79,0.17,0.1,0.05,0.05,0,6.425873866,4.168541279
